Price,Close,High,Low,Open,Volume
Ticker,5713.T,5713.T,5713.T,5713.T,5713.T
Date,,,,,
2011-02-21,2079.8564453125,2107.6407871391934,2057.364359071843,2083.8256370020276,2293500
2011-02-22,2042.81005859375,2074.563582820596,2021.6410424425194,2061.332947726077,2319500
2011-02-23,2012.3798828125,2044.1334115353798,2004.4415006317802,2005.7645643285668,2235500
2011-02-24,1984.59619140625,2028.2573076171873,1977.9808707682291,2001.796025065104,2045000
2011-02-25,1984.59619140625,1995.1807044270831,1971.3655501302082,1988.5653837890625,2246500
2011-02-28,2033.549560546875,2034.8726246721494,1971.3655466589744,1991.2115085380917,1917500
2011-03-01,2070.59521484375,2070.59521484375,2026.9341016873004,2030.9032937924321,2769000
2011-03-02,2025.61083984375,2056.041309678111,2017.6724564086994,2038.8414789021679,2050500
2011-03-03,2032.226318359375,2044.1338944435122,2020.318742275238,2042.8108304341636,1256500
2011-03-04,2045.45654296875,2061.333307855959,2026.9336506003397,2050.748797931153,1652500
2011-03-07,2001.7957763671875,2042.8107592273218,1992.5343286245768,2042.8107592273218,1757000
2011-03-08,1999.1495361328125,2017.672430577458,1992.534216688296,2000.4726000217156,1764500
2011-03-09,1993.8570556640625,2026.9336491555036,1981.9494820071438,2017.6722029779003,1748000
2011-03-10,1942.2572021484375,1988.564424270505,1931.6726942348218,1988.564424270505,2183500
2011-03-11,1890.658203125,1922.4117348779741,1885.3659478328375,1911.8272242936494,3975500
2011-03-14,1760.99853515625,1825.8286840838655,1730.5680570881857,1739.8295069349879,3293500
2011-03-15,1563.861572265625,1727.9215003205636,1364.0789179406595,1716.0139248972214,4914000
2011-03-16,1655.1527099609375,1698.8138126217775,1604.8762887151215,1626.045308187044,5121500
2011-03-17,1659.122314453125,1702.7834279913652,1550.6310626308314,1587.6768559360048,4299000
2011-03-18,1742.4749755859375,1754.3825494509892,1693.521616362946,1698.8138714140803,3396500
2011-03-22,1817.8897705078125,1823.1820260260304,1787.4593012780601,1809.9513872304858,2691000
2011-03-23,1802.012939453125,1820.5358331038913,1766.2902159837897,1812.5974501107057,2872500
2011-03-24,1886.6895751953125,1899.9202173776077,1812.5979789744586,1823.1824927202947,3973500
2011-03-25,1911.8270263671875,1922.4115358557256,1874.7812431573043,1895.9502621343804,2574500
2011-03-28,1907.8577880859375,1913.1500426992134,1876.1042604062827,1911.8269790458944,1432500
2011-03-29,1901.1502685546875,1922.6170323492358,1881.0251774972985,1899.8085958175284,1943000
2011-03-30,1933.349853515625,1938.7165429077572,1876.9996148982368,1898.4663724667657,2529500
2011-03-31,1919.9329833984375,1945.4247560641052,1902.4912442061386,1942.7414115729823,1765000
2011-04-01,1934.69140625,1964.208196081831,1914.566322273752,1926.6413726595008,2316000
2011-04-04,1932.0081787109375,1960.1832979838052,1922.616472286648,1945.4249021742078,1258500
2011-04-05,1940.0584716796875,1949.4501793572517,1917.2500387484602,1942.7418167304202,2003000
2011-04-06,1949.44970703125,1982.9915120386702,1945.4246904303598,1973.5998066365926,2260500
2011-04-07,1945.425048828125,1981.6502049097521,1937.375014143319,1966.8918079876078,1564000
2011-04-08,1960.182861328125,1969.5745656602926,1927.9827321892647,1946.7661408535998,1795500
2011-04-11,1966.8916015625,1988.3583584690482,1960.1832400292035,1965.5499292558407,1219000
2011-04-12,1909.19970703125,1950.791548856948,1895.7829838616697,1950.791548856948,1905000
2011-04-13,1887.7330322265625,1903.833100731693,1859.557912342584,1890.4163769774175,2215000
2011-04-14,1874.3160400390625,1882.3660731387292,1852.849285106618,1868.9493513059513,1258500
2011-04-15,1886.3916015625,1895.7833093938923,1867.6081858997156,1889.0749466571835,1501500
2011-04-18,1876.99951171875,1890.4162344615575,1859.5577721531006,1876.99951171875,1460000
2011-04-19,1855.533203125,1871.6332743017897,1852.8498579288685,1854.1915305269342,1459500
2011-04-20,1902.4913330078125,1909.1996945487429,1870.2911976113476,1871.6328699195335,1389000
2011-04-21,1933.349853515625,1942.7415599518563,1911.883095947096,1918.5914576872615,1639500
2011-04-22,1910.5408935546875,1926.6409572644181,1903.8325336756334,1915.9075814579312,1197000
2011-04-25,1891.7579345703125,1911.883018980635,1889.0745899822696,1899.8079683344415,1094000
2011-04-26,1886.3916015625,1895.7833093938923,1876.9998937311077,1882.3665839204748,1174500
2011-04-27,1913.2249755859375,1923.9583555331237,1893.0998881849634,1893.0998881849634,1257000
2011-04-28,1927.9832763671875,1942.7416730547582,1918.591569384188,1937.374983350187,1818000
2011-05-02,1941.400390625,1957.500462972961,1940.0587179293364,1945.4254087119903,1212000
