Price,Close,High,Low,Open,Volume
Ticker,6361.T,6361.T,6361.T,6361.T,6361.T
Date,,,,,
2011-02-21,340.1517333984375,343.0282808267541,337.2751859701209,342.30914396967495,7925000
2011-02-22,335.83697509765625,338.7135230642315,330.8030161561496,335.1178381060124,7071000
2011-02-23,336.55609130859375,343.74746078099963,330.80299573066907,330.80299573066907,9168000
2011-02-24,330.08392333984375,336.5561571308211,328.645649164071,335.11788295504834,5988000
2011-02-25,336.55609130859375,338.7135021503155,329.3647218361879,330.0838587834285,6377000
2011-02-28,342.3092041015625,343.74747806837576,332.2412863338695,339.43265616793593,5330000
2011-03-01,347.3432312011719,350.21977969973227,339.4327228301307,341.590134204051,6668000
2011-03-02,337.2752380371094,343.0283337818788,335.836964100917,340.1517859094941,6837000
2011-03-03,340.87091064453125,343.7474584136834,337.99436287537907,340.1517737022432,4032000
2011-03-04,343.0283508300781,348.06230985693463,342.3092138262415,345.9048988454247,4596000
2011-03-07,335.83697509765625,340.8709340391629,332.24129013943724,339.43266005587526,3765000
2011-03-08,333.6795349121094,337.2752195555588,332.96039798341945,334.39867184079924,3019000
2011-03-09,330.08392333984375,336.5561571308211,325.76910081252555,335.83702004293474,7516000
2011-03-10,317.13946533203125,326.488247756785,314.9820540032419,324.3308364279957,8021000
2011-03-11,314.9820556640625,322.17342679794524,312.8246443238977,313.543781437286,9606000
2011-03-14,298.44183349609375,309.9480246670275,293.4078748588102,303.47579213337724,6295000
2011-03-15,267.5189514160156,297.0035670290711,240.91088366764848,297.0035670290711,8933000
2011-03-16,273.2720947265625,281.1826027318051,261.0467641730058,261.76590126439146,10755000
2011-03-17,267.5189514160156,271.11463624687605,257.45103388960644,261.76585568663893,10165000
2011-03-18,276.8677062988281,286.93562289151276,273.27202180144076,273.27202180144076,8640000
2011-03-22,304.1949462890625,304.9140832779255,295.5653024227061,299.8801243558843,8986000
2011-03-23,303.4757995605469,307.7906213552466,295.56529293693075,304.91407349211346,7857000
2011-03-24,297.0036315917969,304.19500281677983,292.6888088568071,304.19500281677983,5415000
2011-03-25,309.947998046875,317.85850379749127,303.47576606909803,308.50972427403565,11111000
2011-03-28,306.3524169921875,308.5098283794564,299.1610457012911,308.5098283794564,7945000
2011-03-29,314.3567810058594,318.72284740871856,307.8076814015706,309.2630368691904,8984000
2011-03-30,318.72296142578125,320.1783174140268,312.17385947867615,318.72296142578125,6589000
2011-03-31,323.0889587402344,329.6380592552391,318.7228917302312,324.5443144102354,7617000
2011-04-01,320.17822265625,327.45500044389206,319.4505448774858,327.45500044389206,4905000
2011-04-04,317.99517822265625,323.81660024961565,317.26750046928635,322.3612447428758,2844000
2011-04-05,311.44610595703125,318.7228841335974,306.352361233435,318.7228841335974,3987000
2011-04-06,309.2630920410156,313.62915922277114,305.624702722886,313.62915922277114,3357000
2011-04-07,307.8077087402344,310.71841993399545,304.169319748033,306.3523531433538,3618000
2011-04-08,313.629150390625,315.8121839200261,304.8970162730206,308.5354054886891,4860000
2011-04-11,321.633544921875,324.5442557356476,313.6290901840003,314.3567678874434,6244000
2011-04-12,319.4505310058594,321.63356424735724,314.3567867756976,316.5398200171955,6027000
2011-04-13,319.4505310058594,321.63356424735724,313.6291090285316,314.3567867756976,4697000
2011-04-14,328.9103088378906,330.36566418673084,316.5397883727487,317.26746604716885,9202000
2011-04-15,327.4549865722656,334.00408630371095,325.27195332845054,325.27195332845054,9106000
2011-04-18,327.4549865722656,331.8210530598958,323.8165978325738,323.8165978325738,5857000
2011-04-19,327.4549865722656,328.91034206814237,322.36124233669705,325.27195332845054,4800000
2011-04-20,331.0933837890625,336.1871281550481,329.63802825592376,332.54873932220124,3103000
2011-04-21,326.72735595703125,334.0041344861411,324.5443223982983,333.2764566332301,3907000
2011-04-22,328.9103088378906,332.5486972099912,322.36120976810963,324.5442427913699,3579000
2011-04-25,326.72735595703125,330.36574522158617,325.2720002512093,328.9103895157642,1851000
2011-04-26,322.361328125,326.7273957745485,320.17829430022573,325.2720398913657,4518000
2011-04-27,326.72735595703125,328.1827116628532,322.36128883956536,325.2720002512093,3487000
2011-04-28,331.0933837890625,331.82106155563184,325.27196165650753,328.9103504893544,5026000
2011-05-02,350.74066162109375,358.01743883314964,347.8299507362714,348.557628457477,14379000
2011-05-06,344.91925048828125,348.5576392065121,344.1915727446351,344.1915727446351,6451000
2011-05-09,338.3702392578125,348.55773033224125,334.7318495883736,344.9193406628024,7429000
2011-05-10,347.83001708984375,350.01305066990557,332.5487820294113,332.5487820294113,10661000
2011-05-11,338.3702392578125,351.46844206779235,335.4595275222614,351.46844206779235,7097000
2011-05-12,331.0933837890625,342.7362280541724,330.3657060224931,338.37016145475616,6360000
2011-05-13,330.3656921386719,336.91479176256627,325.9996257227423,331.8210476106484,10279000
2011-05-16,320.90594482421875,328.91040149783873,320.17826694479874,326.72736785957875,6373000
2011-05-17,316.5398254394531,316.5398254394531,307.0800145642511,315.0844699201913,9548000
2011-05-18,328.1826171875,331.09332776122505,318.72280782289357,319.45048546632484,8450000
2011-05-19,325.9996032714844,331.8210247584752,324.54424789973666,328.18263632910595,4170000
2011-05-20,317.99517822265625,323.08892249624574,315.8121449625465,320.905889236136,5013000
2011-05-23,311.44610595703125,317.2675284982842,308.5353946864048,314.3568172276577,4745000
2011-05-24,309.2630920410156,312.90148135914524,305.624702722886,310.7184477682675,5007000
2011-05-25,305.62457275390625,313.62902584984187,303.44154009137833,313.62902584984187,4602000
2011-05-26,310.7183837890625,314.3567723580211,307.8076729338956,309.26302836147903,4305000
2011-05-27,313.629150390625,315.0845060768924,309.26308333182277,309.9907611749565,4605000
2011-05-30,309.9908142089844,312.1738481118645,306.35242437085077,311.44617014423784,2617000
2011-05-31,314.3567810058594,316.53981420728894,308.5353591353805,309.99071460300024,3231000
2011-06-01,320.90594482421875,323.08897846247874,317.2675554271188,317.99523330653875,6093000
2011-06-02,315.08453369140625,316.53988950522336,312.17382206377204,312.90149997068056,3769000
2011-06-03,312.9013977050781,317.9951413886492,312.17372003599655,315.08443071232284,3272000
2011-06-06,304.8969421386719,312.90139646689477,301.98623147386354,309.99068580208643,3592000
2011-06-07,306.3523864746094,309.26309798505696,301.2586413313261,302.71399708654985,3249000
2011-06-08,314.3567810058594,315.8121364734791,305.62464820014105,307.08000366776076,5526000
2011-06-09,323.81658935546875,326.7273002710235,312.17374569324966,312.17374569324966,7239000
2011-06-10,331.0933837890625,336.9148059216174,327.45499495621567,329.63802825592376,10831000
2011-06-13,334.7317810058594,338.37016992983615,327.45500315790594,331.09339208188266,5090000
2011-06-14,339.09783935546875,342.00855042289766,332.5487394537537,334.00409498746814,5360000
2011-06-15,339.09783935546875,342.00855042289766,338.3701615886115,342.00855042289766,4554000
2011-06-16,338.3702392578125,343.4639847950269,336.1872054561492,336.91488339003695,3472000
2011-06-17,332.5487365722656,337.64248089612965,330.3657032906096,337.64248089612965,4435000
2011-06-20,330.3656921386719,335.45943629058974,328.1826589307071,331.09336987466014,3310000
2011-06-21,334.7317810058594,339.8255254994268,331.821069866678,334.00410322106404,4482000
2011-06-22,339.8255310058594,341.2808865990322,336.9148198195137,339.09785320927296,3250000
2011-06-23,336.1871643066406,339.82555353073843,334.7318086170015,337.64251999627976,2645000
2011-06-24,338.3702392578125,339.0979171917003,334.7318495883736,338.3702392578125,2846000
2011-06-27,347.102294921875,349.2853282232704,344.9192616204796,345.6469393876114,7101000
2011-06-28,344.91925048828125,350.0129946938044,343.46389500098894,349.28531695015823,4271000
2011-06-29,344.91925048828125,348.5576392065121,341.2808617700504,348.5576392065121,3003000
2011-06-30,343.4638977050781,347.10228645195394,340.5531867075774,344.9192532038284,3484000
2011-07-01,354.3790588378906,355.8344143156643,347.10228144902226,348.5576369267959,6165000
2011-07-04,350.74066162109375,358.74511655435526,350.0129838998882,356.56208339073845,4476000
2011-07-05,350.0130920410156,351.46844793307804,345.6470243648283,350.0130920410156,2885000
2011-07-06,352.9237365722656,352.9237365722656,347.10231411334166,350.01302534280364,2803000
2011-07-07,351.4684143066406,353.65144793587444,347.10234704817304,350.7407364302294,5135000
2011-07-08,352.1960754394531,355.1067868067213,350.013041914002,355.1067868067213,3229000
2011-07-11,347.83001708984375,351.4684063899467,343.46394992972023,349.28537280988496,5120000
2011-07-12,336.91485595703125,343.46395682876624,334.7318223331196,340.55324533021735,7394000
2011-07-13,338.3702392578125,339.0979171917003,334.0041716544859,336.91488339003695,4563000
2011-07-14,331.821044921875,336.91478903251783,330.3656894616913,336.91478903251783,4993000
2011-07-15,340.5532531738281,341.28093106522516,331.8211184770633,331.8211184770633,5704000
2011-07-19,339.8255310058594,344.1915977853779,335.45946422634086,335.45946422634086,5560000
2011-07-20,345.64697265625,350.0130396792763,344.1916169819079,345.64697265625,5558000
2011-07-21,349.2854309082031,352.9238208134969,348.55775292714435,350.7407868703206,5146000
2011-07-22,351.4684143066406,352.1960921830519,348.55770280099557,350.7407364302294,2725000
2011-07-25,346.3746032714844,350.7406696992762,345.6469255335191,350.7406696992762,1860000
2011-07-26,344.91925048828125,346.3746059755736,342.00853951369663,344.1915727446351,3524000
2011-07-27,347.102294921875,348.5576504561386,340.55319501768867,342.0085505519523,4040000
2011-07-28,342.00860595703125,343.4639617270612,339.0978944169714,341.2809280720163,6385000
2011-07-29,330.3656921386719,342.00853591448407,329.6380144026836,339.8255027065193,6218000
2011-08-01,348.55767822265625,351.4683895230542,339.0978664963628,340.55322214656184,6199000
2011-08-02,340.5532531738281,347.10235419640173,338.3702194996369,344.9193205222105,3802000
2011-08-03,329.6380615234375,334.00412856348305,328.1827058434223,333.2764507234754,4376000
2011-08-04,328.1826171875,333.27636069151885,327.45493954406874,331.09332776122505,3524000
2011-08-05,321.633544921875,323.08890032876127,312.9014124805571,312.9014124805571,5400000
2011-08-08,263.4194030761719,292.52651943817983,263.4194030761719,292.52651943817983,46857000
2011-08-09,251.77650451660156,255.41489331019406,234.31223830735752,255.41489331019406,27281000
2011-08-10,254.68714904785156,264.1469574410575,254.6871490478516,258.3255368913923,15992000
